timestep,episode,reward,length,mean_reward_10ep
21478,1809,12.218,15,10.741
21483,1810,3.545,5,9.081
21489,1811,4.033,6,7.699
21496,1812,5.681,7,7.706
21499,1813,1.749,3,7.13
21503,1814,2.951,4,6.092
21517,1815,10.878,14,6.213
21522,1816,3.583,5,6.242
21532,1817,7.203,10,6.204
21556,1818,17.0,24,6.884
21559,1819,1.666,3,5.829
21565,1820,4.236,6,5.898
21572,1821,5.464,7,6.041
21586,1822,9.4,14,6.413
21616,1823,23.265,30,8.564
21626,1824,7.13,10,8.982
21636,1825,7.134,10,8.608
21666,1826,26.231,30,10.873
21675,1827,7.154,9,10.868
21689,1828,11.498,14,10.318
21719,1829,23.783,30,12.529
21749,1830,25.577,30,14.664
21779,1831,25.466,30,16.664
21799,1832,17.334,20,17.457
21809,1833,8.498,10,15.981
21814,1834,3.746,5,15.642
21817,1835,1.749,3,15.104
21838,1836,17.708,21,14.251
21865,1837,20.643,27,15.6
21872,1838,5.912,7,15.042
21884,1839,9.446,12,13.608
21891,1840,5.649,7,11.615
21900,1841,6.164,9,9.685
21913,1842,11.444,13,9.096
21921,1843,5.845,8,8.831
21926,1844,4.113,5,8.867
21949,1845,15.835,23,10.276
21955,1846,4.384,6,8.944
21967,1847,9.918,12,7.871
21986,1848,17.264,19,9.006
21995,1849,7.345,9,8.796
22025,1850,23.584,30,10.59
22038,1851,10.833,13,11.057
22046,1852,6.047,8,10.517
22050,1853,2.946,4,10.227
22064,1854,10.716,14,10.887
22070,1855,4.846,6,9.788
22080,1856,8.231,10,10.173
22085,1857,3.646,5,9.546
22088,1858,2.066,3,8.026
22096,1859,6.385,8,7.93
22108,1860,9.21,12,6.493
22116,1861,6.231,8,6.032
22137,1862,18.248,21,7.253
22143,1863,5.18,6,7.476
22145,1864,1.28,2,6.532
22149,1865,2.813,4,6.329
22157,1866,5.849,8,6.091
22179,1867,18.812,22,7.607
22183,1868,2.615,4,7.662
22195,1869,10.479,12,8.072
22202,1870,4.587,7,7.609
22206,1871,2.699,4,7.256
22208,1872,1.02,2,5.533
22231,1873,16.25,23,6.64
22237,1874,4.348,6,6.947
22240,1875,1.82,3,6.848
22252,1876,8.801,12,7.143
22270,1877,13.933,18,6.655
22285,1878,11.334,15,7.527
22288,1879,1.88,3,6.667
22291,1880,1.848,3,6.393
22303,1881,9.702,12,7.094
22317,1882,10.413,14,8.033
22330,1883,9.651,13,7.373
22338,1884,6.499,8,7.588
22349,1885,8.497,11,8.256
22371,1886,20.077,22,9.384
22401,1887,23.982,30,10.388
22406,1888,3.779,5,9.633
22414,1889,6.517,8,10.097
22430,1890,14.115,16,11.323
22442,1891,8.949,12,11.248
22459,1892,14.377,17,11.644
22489,1893,23.318,30,13.011
22509,1894,14.513,20,13.812
22512,1895,1.951,3,13.158
22530,1896,14.311,18,12.581
22535,1897,3.664,5,10.549
22547,1898,8.282,12,11.0
22557,1899,8.264,10,11.174
22561,1900,2.565,4,10.019
22567,1901,4.766,6,9.601
22571,1902,2.502,4,8.414
22579,1903,5.831,8,6.665
22594,1904,11.101,15,6.324
22598,1905,3.046,4,6.433
22607,1906,6.811,9,5.683
22610,1907,1.88,3,5.505
22626,1908,11.498,16,5.827
22630,1909,2.533,4,5.253
22644,1910,10.452,14,6.042
22663,1911,17.684,19,7.334
22687,1912,18.244,24,8.908
22695,1913,6.445,8,8.97
22710,1914,11.483,15,9.008
22717,1915,5.645,7,9.268
22725,1916,6.748,8,9.261
22744,1917,14.484,19,10.522
22774,1918,24.052,30,11.777
22780,1919,4.499,6,11.974
22793,1920,11.079,13,12.036
22798,1921,3.88,5,10.656
22815,1922,13.953,17,10.227
22823,1923,5.184,8,10.101
22844,1924,17.201,21,10.672
22861,1925,12.829,17,11.391
22867,1926,4.366,6,11.153
22871,1927,2.846,4,9.989
22878,1928,5.115,7,8.095
22882,1929,2.466,4,7.892
22891,1930,7.879,9,7.572
22910,1931,15.597,19,8.744
22940,1932,27.346,30,10.083
22952,1933,8.813,12,10.446
22955,1934,1.847,3,8.911
22965,1935,7.716,10,8.399
22971,1936,4.38,6,8.401
22984,1937,10.067,13,9.123
22987,1938,1.748,3,8.786
23013,1939,21.213,26,10.661
23017,1940,2.732,4,10.146
23021,1941,2.931,4,8.879
23027,1942,4.946,6,6.639
23054,1943,22.464,27,8.004
23084,1944,22.817,30,10.101
23093,1945,6.366,9,9.966
23099,1946,4.979,6,10.026
23109,1947,8.313,10,9.851
23129,1948,17.818,20,11.458
23159,1949,25.376,30,11.874
23178,1950,14.197,19,13.021
23199,1951,16.277,21,14.355
23229,1952,24.496,30,16.31
23253,1953,21.179,24,16.182
23266,1954,11.214,13,15.021
23280,1955,10.131,14,15.398
23310,1956,27.081,30,17.608
23339,1957,23.702,29,19.147
23346,1958,5.065,7,17.872
23351,1959,4.18,5,15.752
23366,1960,10.747,15,15.407
23378,1961,8.996,12,14.679
23401,1962,17.779,23,14.007
23416,1963,12.263,15,13.116
23425,1964,6.582,9,12.652
23455,1965,22.951,30,13.935
23458,1966,1.865,3,11.413
23466,1967,6.797,8,9.722
23477,1968,8.511,11,10.067
23489,1969,10.511,12,10.7
23496,1970,5.879,7,10.213
23523,1971,21.045,27,11.418
23531,1972,6.099,8,10.25
23538,1973,4.982,7,9.522
23550,1974,9.352,12,9.799
23565,1975,13.811,15,8.885
23573,1976,6.196,8,9.318
23580,1977,5.913,7,9.23
23584,1978,2.813,4,8.66
23596,1979,8.086,12,8.418
23605,1980,7.364,9,8.566
23632,1981,18.353,27,8.297
23654,1982,17.709,22,9.458
23675,1983,15.497,21,10.509
23693,1984,15.285,18,11.103
23709,1985,11.53,16,10.874
23712,1986,1.832,3,10.438
23726,1987,11.998,14,11.047
23756,1988,27.109,30,13.476
23777,1989,16.332,21,14.301
23783,1990,4.299,6,13.994
23794,1991,9.081,11,13.067
23818,1992,17.65,24,13.061
23848,1993,26.643,30,14.176
23857,1994,6.879,9,13.335
23866,1995,6.698,9,12.852
23896,1996,23.062,30,14.975
23909,1997,9.661,13,14.742
23915,1998,4.499,6,12.48
23922,1999,5.333,7,11.381
23925,2000,1.88,3,11.139
23931,2001,4.645,6,10.695
23936,2002,3.449,5,9.275
23942,2003,5.013,6,7.112
23949,2004,5.529,7,6.977
23955,2005,4.3,6,6.737
23958,2006,2.013,3,4.632
23988,2007,23.565,30,6.022
23991,2008,1.798,3,5.752
23995,2009,2.169,4,5.436
24025,2010,23.884,30,7.636
24034,2011,7.645,9,7.936
24041,2012,5.312,7,8.123
24060,2013,14.595,19,9.081
24090,2014,23.716,30,10.9
24093,2015,1.88,3,10.658
24097,2016,2.651,4,10.721
24110,2017,10.052,13,9.37
24113,2018,1.98,3,9.388
24121,2019,6.88,8,9.859
24124,2020,2.013,3,7.672
24129,2021,4.179,5,7.326
24150,2022,17.298,21,8.524
24178,2023,23.11,28,9.376
24181,2024,1.88,3,7.192
24201,2025,16.528,20,8.657
24205,2026,2.782,4,8.67
24235,2027,25.278,30,10.193
24239,2028,2.813,4,10.276
24243,2029,2.918,4,9.88
24246,2030,1.88,3,9.867
24253,2031,4.951,7,9.944
24283,2032,23.087,30,10.523
24288,2033,3.615,5,8.573
24302,2034,9.498,14,9.335
24332,2035,27.377,30,10.42
24341,2036,6.666,9,10.808
24352,2037,10.086,11,9.289
24371,2038,13.398,19,10.347
24397,2039,20.128,26,12.068
24405,2040,6.012,8,12.482
24416,2041,9.415,11,12.928
24420,2042,2.699,4,10.889
24427,2043,4.965,7,11.024
24437,2044,7.298,10,10.804
24442,2045,3.551,5,8.422
24453,2046,8.053,11,8.56
24474,2047,15.947,21,9.147
24478,2048,2.846,4,8.091
24482,2049,3.046,4,6.383
24495,2050,11.076,13,6.89
24514,2051,14.283,19,7.376
24527,2052,9.319,13,8.038
24543,2053,12.648,16,8.807
24552,2054,7.746,9,8.852
24559,2055,5.369,7,9.033
24563,2056,2.465,4,8.475
24570,2057,5.279,7,7.408
24577,2058,6.112,7,7.734
24588,2059,9.714,11,8.401
24600,2060,10.413,12,8.335
24603,2061,2.179,3,7.125
24613,2062,7.664,10,6.959
24617,2063,2.813,4,5.976
24628,2064,9.512,11,6.152
24634,2065,4.479,6,6.063
24647,2066,8.866,13,6.703
24653,2067,5.012,6,6.676
24658,2068,3.897,5,6.455
24664,2069,4.351,6,5.919
24691,2070,20.814,27,6.959
24697,2071,4.366,6,7.177
24717,2072,15.318,20,7.943
24742,2073,20.11,25,9.672
24755,2074,11.846,13,9.906
24764,2075,7.579,9,10.216
24794,2076,22.776,30,11.607
24800,2077,4.565,6,11.562
24815,2078,13.181,15,12.49
24827,2079,10.363,12,13.092
24835,2080,6.266,8,11.637
24840,2081,3.699,5,11.57
24849,2082,6.485,9,10.687
24853,2083,2.664,4,8.942
24861,2084,6.399,8,8.398
24873,2085,9.848,12,8.625
24878,2086,3.053,5,6.652
24883,2087,3.433,5,6.539
24889,2088,4.886,6,5.71
24893,2089,2.913,4,4.965
24897,2090,2.466,4,4.585
24927,2091,24.752,30,6.69
24934,2092,5.368,7,6.578
24964,2093,26.478,30,8.96
24975,2094,8.829,11,9.203
24978,2095,1.913,3,8.409
25008,2096,23.062,30,10.41
25013,2097,3.651,5,10.432
25043,2098,22.951,30,12.238
25051,2099,5.453,8,12.492
25067,2100,12.113,16,13.457
25072,2101,3.73,5,11.355
25082,2102,7.232,10,11.541
25085,2103,1.98,3,9.092
25094,2104,6.598,9,8.868
25106,2105,10.035,12,9.681
25127,2106,17.744,21,9.149
25157,2107,24.517,30,11.235
25160,2108,1.946,3,9.135
25173,2109,11.168,13,9.706
25203,2110,23.796,30,10.875
25218,2111,11.082,15,11.61
25235,2112,13.631,17,12.25
25265,2113,22.051,30,14.257
25279,2114,11.782,14,14.775
25300,2115,17.396,21,15.511
25320,2116,15.93,20,15.33
25327,2117,5.096,7,13.388
25330,2118,2.08,3,13.401
25344,2119,10.947,14,13.379
25353,2120,6.585,9,11.658
25373,2121,13.868,20,11.937
25386,2122,10.866,13,11.66
25405,2123,14.963,19,10.951
25425,2124,16.516,20,11.425
25429,2125,3.013,4,9.986
25432,2126,1.818,3,8.575
25450,2127,15.078,18,9.573
25466,2128,14.583,16,10.824
25471,2129,3.979,5,10.127
25476,2130,3.566,5,9.825
25488,2131,8.735,12,9.312
25491,2132,1.98,3,8.423
25507,2133,12.632,16,8.19
25522,2134,12.797,15,7.818
25525,2135,1.98,3,7.715
25532,2136,5.682,7,8.101
25538,2137,4.347,6,7.028
25545,2138,5.679,7,6.138
25548,2139,1.913,3,5.931
25559,2140,7.485,11,6.323
25562,2141,1.88,3,5.638
25590,2142,21.498,28,7.589
25598,2143,6.731,8,6.999
25602,2144,2.746,4,5.994
25632,2145,24.752,30,8.271
25662,2146,27.047,30,10.408
25666,2147,2.764,4,10.249
25686,2148,16.012,20,11.283
25702,2149,12.179,16,12.309
25714,2150,9.146,12,12.475
25724,2151,7.783,10,13.066
25728,2152,2.78,4,11.194
25738,2153,7.63,10,11.284
25744,2154,4.879,6,11.497
25752,2155,6.199,8,9.642
25757,2156,3.533,5,7.291
25765,2157,6.63,8,7.677
25769,2158,2.846,4,6.361
25781,2159,10.018,12,6.144
25787,2160,4.613,6,5.691
25790,2161,1.913,3,5.104
25810,2162,15.032,20,6.329
25834,2163,18.345,24,7.401
25864,2164,23.361,30,9.249
25872,2165,6.545,8,9.284
25883,2166,8.279,11,9.758
25890,2167,5.463,7,9.642
25910,2168,13.952,20,10.752
25921,2169,9.519,11,10.702
25926,2170,3.367,5,10.578
25932,2171,4.746,6,10.861
25936,2172,2.979,4,9.656
25945,2173,7.647,9,8.586
25950,2174,3.785,5,6.628
25955,2175,3.532,5,6.327
25971,2176,12.679,16,6.767
25998,2177,20.897,27,8.31
26028,2178,25.066,30,9.422
26032,2179,2.632,4,8.733
26044,2180,10.4,12,9.436
26048,2181,2.648,4,9.227
26052,2182,2.846,4,9.213
26059,2183,6.082,7,9.057
26069,2184,7.864,10,9.465
26093,2185,18.197,24,10.931
26123,2186,23.88,30,12.051
26134,2187,8.399,11,10.801
26151,2188,15.045,17,9.799
26154,2189,1.986,3,9.735
26159,2190,3.266,5,9.021
26165,2191,4.712,6,9.228
26170,2192,2.886,5,9.232
26200,2193,23.353,30,10.959
26208,2194,5.915,8,10.764
26219,2195,8.548,11,9.799
26228,2196,7.764,9,8.187
26245,2197,11.917,17,8.539
26249,2198,2.533,4,7.288
26252,2199,1.98,3,7.287
26265,2200,10.13,13,7.974
26282,2201,12.486,17,8.751
26303,2202,16.73,21,10.135
26319,2203,10.998,16,8.9
26323,2204,2.465,4,8.555
26328,2205,4.013,5,8.102
26332,2206,2.946,4,7.62
26362,2207,24.053,30,8.833
26368,2208,4.115,6,8.992
26377,2209,6.702,9,9.464
26381,2210,2.88,4,8.739
26387,2211,4.25,6,7.915
26417,2212,27.727,30,9.015
26434,2213,13.499,17,9.265
26438,2214,2.599,4,9.278
26446,2215,6.479,8,9.525
26465,2216,13.665,19,10.597
26473,2217,5.816,8,8.773
26493,2218,16.662,20,10.028
26497,2219,2.915,4,9.649
26511,2220,10.729,14,10.434
26515,2221,2.846,4,10.294
26518,2222,2.047,3,7.726
26527,2223,6.785,9,7.054
26530,2224,2.013,3,6.996
26536,2225,4.596,6,6.807
26541,2226,3.953,5,5.836
26544,2227,2.112,3,5.466
26550,2228,4.812,6,4.281
26554,2229,2.813,4,4.271
26562,2230,6.198,8,3.817
26566,2231,2.4,4,3.773
26581,2232,12.844,15,4.853
26590,2233,7.645,9,4.939
26597,2234,5.386,7,5.276
26605,2235,5.749,8,5.391
26622,2236,14.265,17,6.422
26636,2237,10.416,14,7.253
26638,2238,1.18,2,6.889
26661,2239,20.185,23,8.627
26669,2240,6.483,8,8.655
26687,2241,13.615,18,9.777
26713,2242,22.145,26,10.707
26743,2243,26.408,30,12.583
26756,2244,11.244,13,13.169
26760,2245,2.682,4,12.862
26775,2246,11.365,15,12.572
26787,2247,11.012,12,12.632
26809,2248,18.765,22,14.39
26820,2249,8.254,11,13.197
26831,2250,8.231,11,13.372
26855,2251,19.965,24,14.007
26877,2252,17.732,22,13.566
26907,2253,23.731,30,13.298
26914,2254,4.469,7,12.62
26923,2255,7.318,9,13.084
26942,2256,14.034,19,13.351
26945,2257,1.764,3,12.426
26972,2258,20.812,27,12.631
26990,2259,12.732,18,13.079
27009,2260,13.317,19,13.587
27013,2261,2.88,4,11.879
27019,2262,4.679,6,10.574
27046,2263,21.096,27,10.31
27057,2264,9.131,11,10.776
27085,2265,21.993,28,12.244
27097,2266,10.047,12,11.845
27127,2267,26.518,30,14.32
27132,2268,3.645,5,12.604
27146,2269,10.298,14,12.361
27151,2270,3.7,5,11.399
27171,2271,14.402,20,12.551
27177,2272,4.63,6,12.546
27190,2273,9.82,13,11.418
27194,2274,2.465,4,10.752
27224,2275,22.498,30,10.802
27238,2276,12.366,14,11.034
27241,2277,1.732,3,8.556
27258,2278,13.717,17,9.563
27280,2279,19.577,22,10.491
27283,2280,1.946,3,10.315
27293,2281,7.797,10,9.655
27303,2282,7.765,10,9.968
27309,2283,4.566,6,9.443
27318,2284,7.047,9,9.901
27328,2285,8.445,10,8.496
27353,2286,18.066,25,9.066
27359,2287,4.4,6,9.333
27368,2288,7.678,9,8.729
27397,2289,22.384,29,9.009
27407,2290,8.678,10,9.683
27429,2291,16.55,22,10.558
27438,2292,6.45,9,10.426
27451,2293,10.166,13,10.986
27456,2294,3.646,5,10.646
27466,2295,8.198,10,10.622
27473,2296,5.548,7,9.37
27480,2297,5.649,7,9.495
27486,2298,4.312,6,9.158
27495,2299,7.179,9,7.638
27522,2300,23.213,27,9.091
27532,2301,7.936,10,8.23
27537,2302,4.153,5,8.0
27543,2303,4.168,6,7.4
27570,2304,20.415,27,9.077
27600,2305,24.317,30,10.689
27612,2306,10.445,12,11.179
27625,2307,9.881,13,11.602
27644,2308,14.946,19,12.665
27657,2309,9.834,13,12.931
27672,2310,11.312,15,11.741
27684,2311,10.851,12,12.032
27687,2312,1.88,3,11.805
27702,2313,13.929,15,12.781
27716,2314,11.646,14,11.904
27728,2315,10.545,12,10.527
27743,2316,10.665,15,10.549
27751,2317,6.318,8,10.193
27756,2318,4.046,5,9.103
27768,2319,9.645,12,9.084
27772,2320,2.549,4,8.207
27788,2321,11.031,16,8.225
27812,2322,18.215,24,9.859
27822,2323,7.799,10,9.246
27851,2324,20.598,29,10.141
27876,2325,21.997,25,11.286
27887,2326,9.119,11,11.132
27891,2327,2.632,4,10.763
27896,2328,3.499,5,10.708
27904,2329,7.05,8,10.449
27923,2330,16.728,19,11.867
27929,2331,4.533,6,11.217
27938,2332,7.331,9,10.128
27942,2333,2.566,4,9.605
27947,2334,3.846,5,7.93
27974,2335,21.609,27,7.891
27987,2336,10.086,13,7.988
27990,2337,2.013,3,7.926
28020,2338,23.91,30,9.967
28047,2339,19.433,27,11.205
28061,2340,11.478,14,10.68
28064,2341,1.848,3,10.412
28070,2342,4.284,6,10.107
28075,2343,3.168,5,10.167
28098,2344,18.211,23,11.604
28128,2345,21.852,30,11.628
28136,2346,5.665,8,11.186
28166,2347,25.563,30,13.541
28181,2348,11.785,15,12.329
28189,2349,6.066,8,10.992
28197,2350,6.165,8,10.461
28207,2351,7.631,10,11.039
28220,2352,11.612,13,11.772
28250,2353,26.377,30,14.093
28270,2354,15.467,20,13.818
28300,2355,23.911,30,14.024
28313,2356,10.518,13,14.509
28336,2357,19.576,23,13.911
28339,2358,1.88,3,12.92
28346,2359,4.833,7,12.797
28350,2360,2.664,4,12.447
28354,2361,2.566,4,11.94
28365,2362,9.531,11,11.732
28369,2363,2.882,4,9.383
28380,2364,8.633,11,8.699
28387,2365,5.645,7,6.873
28414,2366,21.544,27,7.975
28418,2367,2.599,4,6.278
28421,2368,2.118,3,6.301
28433,2369,8.532,12,6.671
28461,2370,23.245,28,8.729
28484,2371,19.627,23,10.436
28486,2372,1.118,2,9.594
28495,2373,7.512,9,10.057
28499,2374,2.68,4,9.462
28514,2375,12.479,15,10.145
28524,2376,7.036,10,8.695
28533,2377,7.879,9,9.223
28562,2378,23.834,29,11.394
28566,2379,2.399,4,10.781
28570,2380,2.979,4,8.754
28585,2381,12.477,15,8.039
28610,2382,19.781,25,9.906
28620,2383,7.998,10,9.954
28636,2384,13.614,16,11.048
28656,2385,17.012,20,11.501
28669,2386,10.662,13,11.864
28690,2387,15.25,21,12.601
28716,2388,20.446,26,12.262
28729,2389,10.879,13,13.11
28736,2390,5.546,7,13.367
28739,2391,1.815,3,12.3
28750,2392,8.877,11,11.21
28756,2393,4.864,6,10.897
28779,2394,19.882,23,11.523
28791,2395,10.41,12,10.863
28821,2396,25.509,30,12.348
28835,2397,12.811,14,12.104
28858,2398,19.218,23,11.981
28874,2399,13.712,16,12.265
28884,2400,6.932,10,12.403
28890,2401,4.748,6,12.696
28898,2402,6.648,8,12.474
28909,2403,8.847,11,12.872
28919,2404,7.599,10,11.644
28924,2405,3.612,5,10.964
28928,2406,2.565,4,8.669
28940,2407,10.311,12,8.419
28947,2408,5.333,7,7.031
28951,2409,2.831,4,5.943
28956,2410,3.53,5,5.603
28967,2411,8.979,11,6.026
28976,2412,7.513,9,6.112
28979,2413,1.98,3,5.425
28987,2414,7.078,8,5.373
28992,2415,3.779,5,5.39
29000,2416,6.081,8,5.742
29011,2417,9.146,11,5.625
29041,2418,23.915,30,7.483
29053,2419,9.545,12,8.155
29056,2420,2.047,3,8.006
29072,2421,12.961,16,8.405
29086,2422,12.263,14,8.88
29116,2423,24.081,30,11.09
29132,2424,11.418,16,11.524
29141,2425,7.245,9,11.87
29157,2426,13.266,16,12.589
29168,2427,8.398,11,12.514
29186,2428,13.083,18,11.431
29204,2429,15.561,18,12.032
29207,2430,1.88,3,12.016
29230,2431,19.212,23,12.641
29241,2432,8.32,11,12.246
29271,2433,25.717,30,12.41
29283,2434,8.598,12,12.128
29299,2435,11.117,16,12.515
29313,2436,11.012,14,12.29
29316,2437,1.946,3,11.645
29321,2438,3.433,5,10.68
29342,2439,15.914,21,10.715
29355,2440,11.146,13,11.642
29369,2441,10.697,14,10.79
29374,2442,3.465,5,10.305
29387,2443,11.845,13,8.917
29392,2444,3.782,5,8.436
29407,2445,13.144,15,8.638
29410,2446,1.913,3,7.729
29425,2447,12.098,15,8.744
29428,2448,1.882,3,8.589
29437,2449,7.181,9,7.715
29446,2450,7.33,9,7.334
29457,2451,9.232,11,7.187
29480,2452,20.378,23,8.879
29504,2453,19.198,24,9.614
29525,2454,15.731,21,10.809
29540,2455,10.93,15,10.587
29544,2456,2.813,4,10.677
29555,2457,9.064,11,10.374
29561,2458,4.398,6,10.626
29591,2459,22.879,30,12.195
29616,2460,20.715,25,13.534
29620,2461,2.798,4,12.891
29650,2462,25.709,30,13.424
29660,2463,7.033,10,12.207
29666,2464,4.233,6,11.057
29696,2465,25.785,30,12.543
29714,2466,15.91,18,13.852
29739,2467,19.148,25,14.861
29769,2468,24.116,30,16.833
29784,2469,13.277,15,15.872
29798,2470,12.677,14,15.069
29808,2471,8.146,10,15.603
29810,2472,1.247,2,13.157
29816,2473,4.479,6,12.902
29820,2474,2.813,4,12.76
29830,2475,8.512,10,11.032
29836,2476,4.8,6,9.922
29839,2477,2.013,3,8.208
29845,2478,4.119,6,6.208
29861,2479,11.71,16,6.052
29877,2480,12.444,16,6.028
29895,2481,14.729,18,6.687
29901,2482,4.712,6,7.033
29906,2483,3.398,5,6.925
29913,2484,5.779,7,7.222
29943,2485,23.795,30,8.75
29953,2486,7.765,10,9.046
29977,2487,20.863,24,10.931
29982,2488,3.846,5,10.904
29992,2489,8.178,10,10.551
30006,2490,12.179,14,10.524
30026,2491,17.91,20,10.843
30033,2492,5.579,7,10.929
30040,2493,5.749,7,11.164
30045,2494,3.484,5,10.935
30075,2495,23.048,30,10.86
30085,2496,8.111,10,10.895
30091,2497,4.565,6,9.265
30104,2498,10.443,13,9.925
30109,2499,3.713,5,9.478
30112,2500,1.767,3,8.437
30120,2501,5.599,8,7.206
30125,2502,3.382,5,6.986
30147,2503,18.467,22,8.258
30150,2504,1.915,3,8.101
30158,2505,6.745,8,6.471
30178,2506,15.05,20,7.165
30181,2507,1.946,3,6.903
30204,2508,18.95,23,7.754
30229,2509,22.441,25,9.626
30243,2510,10.679,14,10.518
30273,2511,25.811,30,12.539
30303,2512,24.765,30,14.677
30323,2513,15.112,20,14.342
30333,2514,8.016,10,14.952
30345,2515,9.283,12,15.205
30350,2516,3.349,5,14.035
30353,2517,1.88,3,14.029
30357,2518,2.813,4,12.415
30372,2519,12.335,15,11.404
30402,2520,24.142,30,12.75
30408,2521,4.563,6,10.626
30415,2522,5.514,7,8.701
30425,2523,7.451,10,7.934
30432,2524,5.797,7,7.713
30440,2525,6.15,8,7.399
30455,2526,12.513,15,8.316
30460,2527,3.432,5,8.471
30474,2528,12.612,14,9.451
30480,2529,5.012,6,8.719
30492,2530,8.735,12,7.178
30496,2531,2.565,4,6.978
30507,2532,9.286,11,7.355
30511,2533,2.946,4,6.905
30541,2534,24.751,30,8.8
30545,2535,2.979,4,8.483
30548,2536,1.913,3,7.423
30560,2537,9.911,12,8.071
30568,2538,6.012,8,7.411
30587,2539,14.496,19,8.359
30590,2540,1.913,3,7.677
30598,2541,6.712,8,8.092
30609,2542,9.412,11,8.105
30618,2543,7.1,9,8.52
30632,2544,11.812,14,7.226
30644,2545,10.581,12,7.986
30654,2546,7.946,10,8.589
30657,2547,2.047,3,7.803
30670,2548,9.752,13,8.177
30700,2549,23.379,30,9.065
30709,2550,7.812,9,9.655
30739,2551,27.076,30,11.692
30742,2552,1.899,3,10.94
30762,2553,17.545,20,11.985
30767,2554,3.664,5,11.17
30772,2555,3.633,5,10.475
30775,2556,1.864,3,9.867
30789,2557,10.178,14,10.68
30819,2558,23.463,30,12.051
30822,2559,1.913,3,9.905
30851,2560,23.112,29,11.435
30881,2561,24.684,30,11.195
30892,2562,8.978,11,11.903
30906,2563,10.796,14,11.228
30930,2564,19.41,24,12.803
30941,2565,8.413,11,13.281
30947,2566,4.431,6,13.538
30967,2567,17.43,20,14.263
30997,2568,22.017,30,14.118
31007,2569,8.366,10,14.764
31012,2570,3.285,5,12.781
31034,2571,17.118,22,12.024
31042,2572,6.133,8,11.74
31054,2573,10.112,12,11.671
31063,2574,7.267,9,10.457
31070,2575,5.445,7,10.16
31076,2576,4.267,6,10.144
31085,2577,6.798,9,9.081
31097,2578,9.466,12,7.826
31101,2579,2.846,4,7.274
31105,2580,2.913,4,7.236
31108,2581,1.831,3,5.708
31131,2582,20.977,23,7.192
31161,2583,25.827,30,8.764
31191,2584,25.446,30,10.582
31194,2585,2.153,3,10.252
31219,2586,18.978,25,11.723
31226,2587,5.345,7,11.578
31234,2588,6.479,8,11.279
31237,2589,1.88,3,11.183
31242,2590,3.812,5,11.273
31272,2591,21.367,30,13.226
31288,2592,13.277,16,12.456
31291,2593,2.197,3,10.093
31294,2594,1.98,3,7.747
31296,2595,1.118,2,7.643
31301,2596,3.912,5,6.137
31314,2597,10.564,13,6.659
31323,2598,7.778,9,6.788
31328,2599,3.483,5,6.949
31348,2600,14.085,20,7.976
31357,2601,6.464,9,6.486
31374,2602,14.497,17,6.608
31378,2603,2.465,4,6.635
31382,2604,2.946,4,6.731
31385,2605,1.767,3,6.796
31402,2606,14.446,17,7.849
31429,2607,22.209,27,9.014
31435,2608,4.412,6,8.677
31457,2609,17.877,22,10.117
31472,2610,13.811,15,10.089
31480,2611,6.746,8,10.118
31487,2612,5.679,7,9.236
31512,2613,21.409,25,11.13
31515,2614,2.013,3,11.037
31538,2615,20.164,23,12.877
31563,2616,20.444,25,13.477
31570,2617,5.746,7,11.83
31575,2618,3.946,5,11.784
31596,2619,18.618,21,11.858
31599,2620,2.013,3,10.678
31610,2621,8.845,11,10.888
31625,2622,12.044,15,11.524
31629,2623,3.013,4,9.685
31632,2624,2.013,3,9.685
31635,2625,1.98,3,7.866
31665,2626,23.603,30,8.182
31695,2627,26.344,30,10.242
31698,2628,1.767,3,10.024
31704,2629,4.215,6,8.584
31707,2630,1.831,3,8.565
31711,2631,2.864,4,7.967
31730,2632,14.777,19,8.241
31757,2633,21.447,27,10.084
31760,2634,1.882,3,10.071
31764,2635,3.068,4,10.18
31772,2636,6.513,8,8.471
31777,2637,3.415,5,6.178
31782,2638,3.168,5,6.318
31799,2639,14.046,17,7.301
31825,2640,21.306,26,9.249
31843,2641,14.828,18,10.445
31857,2642,9.985,14,9.966
31868,2643,9.529,11,8.774
31880,2644,10.353,12,9.621
31892,2645,10.315,12,10.346
31899,2646,5.779,7,10.272
31922,2647,19.945,23,11.925
31941,2648,16.029,19,13.212
31969,2649,21.563,28,13.963
31993,2650,20.815,24,13.914
32013,2651,17.31,20,14.162
32023,2652,8.579,10,14.022
32036,2653,9.683,13,14.037
32046,2654,8.677,10,13.87
32053,2655,4.832,7,13.321
32063,2656,8.13,10,13.556
32093,2657,26.11,30,14.173
32097,2658,2.952,4,12.865
32113,2659,14.549,16,12.164
32128,2660,12.897,15,11.372
32136,2661,6.284,8,10.269
32144,2662,6.479,8,10.059
32159,2663,12.41,15,10.332
32189,2664,25.83,30,12.047
32194,2665,3.512,5,11.915
32210,2666,11.465,16,12.249
32213,2667,1.832,3,9.821
32222,2668,7.049,9,10.231
32238,2669,12.748,16,10.051
32249,2670,9.544,11,9.715
32264,2671,13.379,15,10.425
32272,2672,5.198,8,10.297
32286,2673,11.082,14,10.164
32290,2674,2.913,4,7.872
32311,2675,16.246,21,9.146
32337,2676,20.679,26,10.067
32367,2677,24.099,30,12.294
32397,2678,22.216,30,13.81
32400,2679,1.632,3,12.699
32418,2680,15.378,18,13.282
32428,2681,7.745,10,12.719
