timestep,episode,reward,length,mean_reward_10ep
44650,3555,26.931,30,16.959
44657,3556,5.852,7,15.998
44671,3557,11.898,14,15.472
44683,3558,9.482,12,14.729
44691,3559,7.013,8,13.225
44721,3560,26.642,30,13.622
44724,3561,2.013,3,11.342
44734,3562,8.179,10,11.959
44747,3563,10.711,13,11.635
44752,3564,4.18,5,11.29
44772,3565,18.478,20,10.445
44774,3566,1.118,2,9.972
44777,3567,1.946,3,8.976
44788,3568,9.133,11,8.942
44813,3569,19.997,25,10.24
44815,3570,1.213,2,7.697
44834,3571,16.045,19,9.1
44842,3572,7.046,8,8.987
44850,3573,5.697,8,8.485
44867,3574,14.045,17,9.472
44880,3575,11.846,13,8.809
44888,3576,6.678,8,9.365
44891,3577,1.765,3,9.347
44900,3578,7.019,9,9.135
44912,3579,10.347,12,8.17
44919,3580,5.315,7,8.58
44928,3581,7.164,9,7.692
44932,3582,3.012,4,7.289
44962,3583,21.932,30,8.912
44989,3584,25.73,27,10.081
45004,3585,12.829,15,10.179
45021,3586,14.412,17,10.952
45039,3587,16.21,18,12.397
45069,3588,27.314,30,14.426
45075,3589,4.786,6,13.87
45078,3590,1.848,3,13.524
45086,3591,6.646,8,13.472
45095,3592,7.845,9,13.955
45098,3593,1.913,3,11.953
45110,3594,8.599,12,10.24
45120,3595,8.545,10,9.812
45129,3596,7.478,9,9.118
45159,3597,26.762,30,10.174
45173,3598,12.445,14,8.687
45186,3599,10.944,13,9.303
45191,3600,3.98,5,9.516
45200,3601,7.586,9,9.61
45230,3602,27.477,30,11.573
45237,3603,5.58,7,11.94
45243,3604,4.381,6,11.518
45251,3605,7.081,8,11.371
45281,3606,28.276,30,13.451
45289,3607,7.313,8,11.506
45294,3608,4.046,5,10.666
45304,3609,8.412,10,10.413
45308,3610,2.813,4,10.296
45312,3611,2.813,4,9.819
45337,3612,19.613,25,9.033
45347,3613,8.645,10,9.339
45350,3614,2.047,3,9.106
45357,3615,5.331,7,8.931
45373,3616,13.029,16,7.406
45383,3617,8.447,10,7.52
45393,3618,8.114,10,7.926
45408,3619,12.898,15,8.375
45423,3620,11.319,15,9.226
45430,3621,5.785,7,9.523
45452,3622,18.584,22,9.42
45457,3623,3.664,5,8.922
45461,3624,3.086,4,9.026
45491,3625,27.842,30,11.277
45494,3626,1.985,3,10.172
45515,3627,18.811,21,11.209
45540,3628,22.795,25,12.677
45570,3629,25.827,30,13.97
45600,3630,28.978,30,15.735
45609,3631,6.668,9,15.824
45622,3632,11.112,13,15.077
45625,3633,2.047,3,14.915
45629,3634,2.714,4,14.878
45657,3635,20.646,28,14.158
45687,3636,27.644,30,16.724
45704,3637,15.227,17,16.366
45709,3638,3.664,5,14.453
45735,3639,23.542,26,14.224
45765,3640,25.677,30,13.894
45795,3641,22.954,30,15.523
45812,3642,15.211,17,15.933
45837,3643,21.646,25,17.892
45852,3644,11.552,15,18.776
45859,3645,5.332,7,17.245
45864,3646,3.913,5,14.872
45894,3647,27.26,30,16.075
45903,3648,7.545,9,16.463
45912,3649,7.678,9,14.877
45915,3650,2.013,3,12.51
45929,3651,11.019,14,11.317
45959,3652,28.11,30,12.607
45969,3653,8.679,10,11.31
45978,3654,7.878,9,10.943
46008,3655,26.773,30,13.087
46022,3656,12.512,14,13.947
46032,3657,8.412,10,12.062
46037,3658,3.546,5,11.662
46050,3659,11.182,13,12.012
46067,3660,15.282,17,13.339
46077,3661,8.812,10,13.119
46094,3662,15.184,17,11.826
46106,3663,10.547,12,12.013
46125,3664,16.578,19,12.883
46137,3665,9.679,12,11.173
46166,3666,26.711,29,12.593
46171,3667,3.367,5,12.089
46188,3668,14.844,17,13.219
46218,3669,25.178,30,14.618
46248,3670,28.243,30,15.914
46273,3671,20.263,25,17.059
46300,3672,25.109,27,18.052
46304,3673,2.564,4,17.254
46328,3674,21.177,24,17.713
46345,3675,15.644,17,18.31
46356,3676,7.953,11,16.434
46359,3677,1.913,3,16.289
46375,3678,12.267,16,16.031
46392,3679,13.564,17,14.87
46398,3680,4.913,6,12.537
46417,3681,14.798,19,11.99
46428,3682,8.23,11,10.302
46458,3683,28.176,30,12.863
46463,3684,3.812,5,11.127
46469,3685,4.497,6,10.012
46483,3686,11.464,14,10.363
46496,3687,11.644,13,11.336
46506,3688,8.63,10,10.973
46520,3689,12.111,14,10.827
46525,3690,3.614,5,10.698
46527,3691,1.213,2,9.339
46545,3692,16.018,18,10.118
46553,3693,6.744,8,7.975
46561,3694,5.969,8,8.19
46581,3695,17.71,20,9.512
46611,3696,25.498,30,10.915
46626,3697,13.645,15,11.115
46629,3698,1.913,3,10.443
46634,3699,3.913,5,9.624
46640,3700,4.73,6,9.735
46647,3701,5.88,7,10.202
46650,3702,2.013,3,8.802
46666,3703,12.615,16,9.389
46687,3704,18.109,21,10.603
46716,3705,24.085,29,11.24
46745,3706,25.762,29,11.267
46753,3707,5.334,8,10.435
46783,3708,26.476,30,12.892
46790,3709,5.58,7,13.058
46820,3710,27.094,30,15.295
46831,3711,9.516,11,15.658
46834,3712,2.013,3,15.658
46840,3713,4.912,6,14.888
46850,3714,8.164,10,13.893
46856,3715,4.879,6,11.973
46882,3716,23.362,26,11.733
46895,3717,10.946,13,12.294
46921,3718,23.329,26,11.979
46941,3719,16.061,20,13.028
46956,3720,10.848,15,11.403
46973,3721,14.415,17,11.893
47003,3722,25.034,30,14.195
47014,3723,9.864,11,14.69
47044,3724,28.674,30,16.741
47053,3725,6.386,9,16.892
47068,3726,11.968,15,15.752
47073,3727,3.099,5,14.968
47088,3728,12.21,15,13.856
47100,3729,10.484,12,13.298
47109,3730,7.612,9,12.975
47129,3731,15.182,20,13.051
47145,3732,13.583,16,11.906
47152,3733,5.733,7,11.493
47182,3734,27.525,30,11.378
47212,3735,27.628,30,13.502
47216,3736,2.88,4,12.593
47246,3737,24.75,30,14.759
47262,3738,12.843,16,14.822
47266,3739,2.979,4,14.071
47279,3740,9.911,13,14.301
47291,3741,10.314,12,13.815
47308,3742,14.245,17,13.881
47311,3743,2.013,3,13.509
47341,3744,25.927,30,13.349
47351,3745,8.412,10,11.427
47356,3746,3.879,5,11.527
47386,3747,25.695,30,11.622
47408,3748,18.476,22,12.185
47438,3749,28.744,30,14.761
47440,3750,1.213,2,13.892
47470,3751,28.677,30,15.728
47500,3752,23.484,30,16.652
47530,3753,23.647,30,18.815
47557,3754,22.45,27,18.468
47568,3755,8.618,11,18.488
47595,3756,23.294,27,20.43
47607,3757,9.565,12,18.817
47609,3758,1.131,2,17.082
47639,3759,25.146,30,16.723
47656,3760,15.314,17,18.133
47686,3761,23.943,30,17.659
47692,3762,4.032,6,15.714
47702,3763,8.212,10,14.171
47705,3764,1.913,3,12.117
47715,3765,8.563,10,12.111
47725,3766,8.363,10,10.618
47746,3767,19.045,21,11.566
47762,3768,13.912,16,12.844
47790,3769,22.643,28,12.594
47798,3770,5.968,8,11.659
47819,3771,17.109,21,10.976
47831,3772,9.587,12,11.532
47837,3773,4.546,6,11.165
47845,3774,6.546,8,11.628
47875,3775,24.377,30,13.21
47880,3776,3.265,5,12.7
47910,3777,26.328,30,13.428
47922,3778,10.185,12,13.056
47931,3779,7.885,9,11.58
47961,3780,23.418,30,13.325
47981,3781,15.977,20,13.212
48011,3782,28.21,30,15.074
48027,3783,14.629,16,16.082
48039,3784,10.05,12,16.433
48062,3785,19.377,23,15.933
48092,3786,24.81,30,18.087
48112,3787,17.976,20,17.252
48134,3788,19.997,22,18.233
48164,3789,25.618,30,20.006
48174,3790,8.446,10,18.509
48178,3791,3.179,4,17.229
48202,3792,19.919,24,16.4
48217,3793,11.878,15,16.125
48247,3794,26.677,30,17.788
48269,3795,19.661,22,17.816
48273,3796,2.549,4,15.59
48286,3797,9.934,13,14.786
48289,3798,2.013,3,12.988
48300,3799,9.513,11,11.377
48330,3800,26.612,30,13.194
48338,3801,6.784,8,13.554
48341,3802,1.88,3,11.75
48347,3803,4.846,6,11.047
48359,3804,10.678,12,9.447
48389,3805,27.044,30,10.185
48396,3806,5.812,7,10.512
48412,3807,12.631,16,10.781
48415,3808,2.047,3,10.785
48432,3809,14.199,17,11.253
48445,3810,9.254,13,9.517
48454,3811,7.598,9,9.599
48470,3812,13.446,16,10.755
48479,3813,8.113,9,11.082
48489,3814,8.565,10,10.871
48507,3815,15.432,18,9.709
48517,3816,8.684,10,9.997
48524,3817,6.246,7,9.358
48533,3818,7.845,9,9.938
48559,3819,22.926,26,10.811
48561,3820,1.153,2,10.001
48591,3821,25.23,30,11.764
48599,3822,6.651,8,11.084
48629,3823,23.049,30,12.578
48632,3824,1.946,3,11.916
48638,3825,4.679,6,10.841
48650,3826,10.265,12,10.999
48672,3827,17.278,22,12.102
48681,3828,7.179,9,12.036
48711,3829,24.917,30,12.235
48725,3830,12.012,14,13.321
48755,3831,28.676,30,13.665
48762,3832,5.613,7,13.561
48782,3833,16.501,20,12.907
48792,3834,8.645,10,13.576
48806,3835,12.509,14,14.359
48809,3836,2.013,3,13.534
48830,3837,18.983,21,13.705
48839,3838,6.617,9,13.649
48860,3839,17.935,21,12.95
48881,3840,16.697,21,13.419
48888,3841,5.499,7,11.101
48901,3842,11.512,13,11.691
48922,3843,15.747,21,11.616
48932,3844,9.046,10,11.656
48942,3845,7.586,10,11.164
48968,3846,23.279,26,13.29
48970,3847,1.28,2,11.52
48978,3848,6.245,8,11.483
48984,3849,4.979,6,10.187
49008,3850,20.674,24,10.585
49013,3851,4.112,5,10.446
49020,3852,5.446,7,9.84
49050,3853,23.953,30,10.66
49080,3854,24.446,30,12.2
49110,3855,28.241,30,14.266
49131,3856,19.745,21,13.912
49149,3857,14.178,18,15.202
49157,3858,6.086,8,15.186
49166,3859,7.499,9,15.438
49180,3860,13.051,14,14.676
49209,3861,22.746,29,16.539
49239,3862,28.341,30,18.829
49244,3863,3.779,5,16.811
49257,3864,11.612,13,15.528
49266,3865,7.446,9,13.448
49273,3866,5.112,7,11.985
49303,3867,26.315,30,13.199
49323,3868,17.744,20,14.365
49339,3869,12.511,16,14.866
49369,3870,25.609,30,16.122
49376,3871,5.715,7,14.418
49406,3872,25.151,30,14.1
49422,3873,13.964,16,15.118
49441,3874,15.495,19,15.506
49463,3875,19.18,22,16.68
49482,3876,14.998,19,17.668
49485,3877,1.946,3,15.231
49493,3878,6.446,8,14.101
49497,3879,2.946,4,13.145
49527,3880,28.807,30,13.465
49547,3881,17.686,20,14.662
49564,3882,14.778,17,13.625
49568,3883,3.213,4,12.549
49581,3884,11.111,13,12.111
49611,3885,26.762,30,12.869
49619,3886,6.713,8,12.041
49625,3887,4.746,6,12.321
49645,3888,16.797,20,13.356
49654,3889,7.217,9,13.783
49674,3890,17.763,20,12.678
49687,3891,11.477,13,12.057
49705,3892,15.012,18,12.081
49713,3893,6.065,8,12.366
49716,3894,1.765,3,11.432
49726,3895,8.53,10,9.608
49735,3896,7.778,9,9.715
49765,3897,26.575,30,11.898
49791,3898,21.48,26,12.366
49802,3899,9.578,11,12.602
49808,3900,4.946,6,11.321
49811,3901,1.98,3,10.371
49815,3902,2.746,4,9.144
49818,3903,1.88,3,8.726
49833,3904,13.199,15,9.869
49842,3905,7.663,9,9.782
49852,3906,7.879,10,9.792
49874,3907,17.231,22,8.858
49884,3908,8.331,10,7.543
49895,3909,9.23,11,7.509
49922,3910,21.984,27,9.212
49952,3911,24.879,30,11.502
49982,3912,28.177,30,14.045
49989,3913,5.912,7,14.449
49992,3914,1.766,3,13.305
49998,3915,4.712,6,13.01
50019,3916,18.578,21,14.08
50025,3917,4.797,6,12.837
50039,3918,10.513,14,13.055
50049,3919,8.144,10,12.946
50073,3920,18.684,24,12.616
50076,3921,1.88,3,10.316
50095,3922,16.945,19,9.193
50120,3923,23.596,25,10.961
50129,3924,6.513,9,11.436
50159,3925,22.664,30,13.231
50173,3926,12.331,14,12.607
50193,3927,15.353,20,13.662
50216,3928,20.227,23,14.634
50233,3929,14.862,17,15.305
50245,3930,9.465,12,14.383
50263,3931,15.867,18,15.782
50293,3932,26.078,30,16.696
50322,3933,27.561,29,17.092
50337,3934,13.377,15,17.778
50350,3935,11.197,13,16.632
50365,3936,12.898,15,16.689
50384,3937,16.285,19,16.782
50393,3938,7.979,9,15.557
50423,3939,27.842,30,16.855
50428,3940,3.2,5,16.228
50437,3941,7.682,9,15.41
50454,3942,13.332,17,14.135
50484,3943,26.715,30,14.051
50491,3944,5.685,7,13.281
50499,3945,6.316,8,12.793
50508,3946,7.931,9,12.296
50525,3947,14.849,17,12.153
50555,3948,27.813,30,14.136
50568,3949,10.498,13,12.402
50571,3950,2.047,3,12.287
50582,3951,8.577,11,12.376
50604,3952,19.119,22,12.955
50614,3953,8.246,10,11.108
50617,3954,1.699,3,10.71
50647,3955,24.249,30,12.503
50650,3956,1.88,3,11.898
50680,3957,26.664,30,13.079
50683,3958,1.946,3,10.493
50691,3959,6.779,8,10.121
50720,3960,23.848,29,12.301
50728,3961,6.746,8,12.118
50734,3962,4.68,6,10.674
50736,3963,1.18,2,9.967
50745,3964,7.379,9,10.535
50766,3965,16.587,21,9.769
50775,3966,7.896,9,10.371
50805,3967,25.881,30,10.292
50811,3968,4.946,6,10.592
50839,3969,24.385,28,12.353
50841,3970,1.213,2,10.089
50871,3971,26.128,30,12.028
50877,3972,4.651,6,12.025
50890,3973,10.348,13,12.941
50897,3974,6.013,7,12.805
50926,3975,24.417,29,13.588
50929,3976,2.013,3,13.0
50944,3977,11.598,15,11.571
50958,3978,11.812,14,12.258
50971,3979,11.784,13,10.998
50974,3980,1.782,3,11.055
50982,3981,6.778,8,9.12
51001,3982,16.078,19,10.262
51004,3983,1.848,3,9.412
51034,3984,23.664,30,11.177
51037,3985,1.948,3,8.931
51067,3986,25.944,30,11.324
51085,3987,13.986,18,11.562
51105,3988,15.614,20,11.943
51108,3989,1.88,3,10.952
51112,3990,2.746,4,11.049
51142,3991,26.842,30,13.055
51160,3992,13.914,18,12.839
51166,3993,4.585,6,13.112
51189,3994,17.918,23,12.538
51195,3995,4.813,6,12.824
51213,3996,16.043,18,11.834
51220,3997,5.712,7,11.007
51223,3998,1.946,3,9.64
51233,3999,8.25,10,10.277
51245,4000,9.813,12,10.984
51251,4001,3.999,6,8.699
51268,4002,15.412,17,8.849
51285,4003,14.252,17,9.816
51315,4004,27.149,30,10.739
51326,4005,8.449,11,11.103
51339,4006,9.579,13,10.456
51369,4007,25.73,30,12.458
51396,4008,22.677,27,14.531
51413,4009,14.419,17,15.148
51443,4010,26.744,30,16.841
51448,4011,3.913,5,16.833
51465,4012,12.752,17,16.567
51479,4013,12.696,14,16.411
51498,4014,15.833,19,15.279
51515,4015,14.484,17,15.883
51545,4016,27.395,30,17.664
51556,4017,10.046,11,16.096
51560,4018,2.846,4,14.113
51563,4019,2.018,3,12.873
51577,4020,12.378,14,11.436
51607,4021,26.675,30,13.712
51628,4022,19.444,21,14.382
51631,4023,1.98,3,13.31
51652,4024,19.332,21,13.66
51678,4025,22.309,26,14.442
51681,4026,1.733,3,11.876
51689,4027,5.552,8,11.427
51707,4028,14.633,18,12.605
51719,4029,10.112,12,13.415
51727,4030,6.216,8,12.799
51743,4031,14.244,16,11.556
51773,4032,27.641,30,12.375
51803,4033,27.611,30,14.938
51809,4034,4.679,6,13.473
51839,4035,25.944,30,13.837
51853,4036,10.619,14,14.725
51877,4037,20.152,24,16.185
51899,4038,19.478,22,16.67
51909,4039,8.7,10,16.529
51920,4040,9.978,11,16.905
51924,4041,2.88,4,15.768
51927,4042,1.946,3,13.199
51957,4043,25.552,30,12.993
51981,4044,20.058,24,14.531
52005,4045,19.598,24,13.896
52035,4046,26.346,30,15.469
52051,4047,14.913,16,14.945
52053,4048,1.28,2,13.125
52083,4049,25.785,30,14.834
52104,4050,17.519,21,15.588
52123,4051,17.477,19,17.048
52139,4052,11.613,16,18.014
52146,4053,5.266,7,15.986
52176,4054,24.519,30,16.432
52182,4055,4.713,6,14.943
52197,4056,13.198,15,13.628
52204,4057,5.817,7,12.719
52218,4058,11.081,14,13.699
52248,4059,27.565,30,13.877
52275,4060,19.219,27,14.047
52292,4061,12.385,17,13.537
52305,4062,10.598,13,13.436
52314,4063,7.513,9,13.661
52344,4064,25.817,30,13.79
52354,4065,8.678,10,14.187
52358,4066,2.68,4,13.135
52377,4067,16.984,19,14.252
52398,4068,18.48,21,14.992
52417,4069,17.511,19,13.986
52426,4070,6.902,9,12.755
52450,4071,20.117,24,13.528
52455,4072,3.813,5,12.849
52474,4073,16.327,19,13.731
52483,4074,7.199,9,11.869
52513,4075,28.04,30,13.805
52523,4076,7.544,10,14.292
52540,4077,13.729,17,13.966
52544,4078,2.879,4,12.406
52574,4079,24.015,30,13.056
52576,4080,1.153,2,12.482
52579,4081,2.013,3,10.671
52606,4082,24.28,27,12.718
52622,4083,13.778,16,12.463
52632,4084,8.544,10,12.597
52637,4085,3.712,5,10.165
52665,4086,23.06,28,11.716
52682,4087,15.442,17,11.887
52697,4088,12.631,15,12.863
52725,4089,25.077,28,12.969
52755,4090,28.281,30,15.682
52783,4091,23.278,28,17.808
52796,4092,11.746,13,16.555
52818,4093,19.018,22,17.079
52848,4094,25.291,30,18.754
52857,4095,7.546,9,19.137
52887,4096,25.928,30,19.424
52917,4097,27.563,30,20.636
52927,4098,7.766,10,20.15
52947,4099,17.929,20,19.435
52977,4100,28.943,30,19.501
53005,4101,23.409,28,19.514
53025,4102,17.569,20,20.096
53034,4103,7.567,9,18.951
53064,4104,27.276,30,19.15
53094,4105,25.809,30,20.976
53101,4106,6.013,7,18.984
53113,4107,9.83,12,17.211
53143,4108,26.243,30,19.059
53151,4109,6.611,8,17.927
53181,4110,26.994,30,17.732
53185,4111,2.946,4,15.686
53207,4112,17.166,22,15.646
53216,4113,8.013,9,15.69
53221,4114,3.913,5,13.354
53230,4115,6.966,9,11.47
53242,4116,9.646,12,11.833
53272,4117,27.909,30,13.641
53302,4118,24.385,30,13.455
53324,4119,20.299,22,14.824
53354,4120,26.644,30,14.789
53373,4121,16.662,19,16.16
53391,4122,16.378,18,16.082
53421,4123,22.787,30,17.559
53425,4124,2.748,4,17.443
53444,4125,16.833,19,18.429
53449,4126,3.88,5,17.853
53463,4127,12.384,14,16.3
53473,4128,7.485,10,14.61
53496,4129,20.494,23,14.63
53520,4130,20.162,24,13.981
53523,4131,2.085,3,12.524
53541,4132,15.93,18,12.479
53561,4133,18.777,20,12.078
53569,4134,6.946,8,12.498
53582,4135,10.278,13,11.842
53590,4136,6.319,8,12.086
53605,4137,11.312,15,11.979
53612,4138,5.846,7,11.815
53642,4139,26.776,30,12.443
53672,4140,26.476,30,13.075
53690,4141,16.544,18,14.52
53693,4142,1.913,3,13.119
53723,4143,25.618,30,13.803
53726,4144,2.279,3,13.336
53755,4145,25.579,29,14.866
53785,4146,25.416,30,16.776
53815,4147,24.793,30,18.124
53845,4148,27.51,30,20.29
53855,4149,7.951,10,18.408
53874,4150,16.366,19,17.397
53896,4151,19.511,22,17.694
53926,4152,26.909,30,20.193
53938,4153,9.85,12,18.616
53968,4154,25.964,30,20.985
53983,4155,13.244,15,19.751
54013,4156,26.015,30,19.811
54016,4157,2.018,3,17.534
54030,4158,12.378,14,16.021
54046,4159,13.863,16,16.612
54062,4160,14.281,16,16.403
54092,4161,22.786,30,16.731
54100,4162,6.812,8,14.721
54130,4163,28.475,30,16.584
54145,4164,12.545,15,15.242
54174,4165,25.41,29,16.458
54185,4166,9.512,11,14.808
54197,4167,10.645,12,15.671
54203,4168,4.382,6,14.871
54226,4169,20.078,23,15.493
54237,4170,9.678,11,15.032
54255,4171,12.786,18,14.032
54285,4172,26.627,30,16.014
54315,4173,26.878,30,15.854
54319,4174,2.979,4,14.897
54327,4175,6.778,8,13.034
54357,4176,26.509,30,14.734
54369,4177,10.215,12,14.691
54374,4178,3.818,5,14.635
54381,4179,5.12,7,13.139
54397,4180,14.066,16,13.578
54413,4181,14.63,16,13.762
54427,4182,12.365,14,12.336
54451,4183,21.743,24,11.822
54456,4184,3.465,5,11.871
54479,4185,19.882,23,13.181
54501,4186,17.853,22,12.316
54528,4187,24.511,27,13.745
54539,4188,9.778,11,14.341
54569,4189,27.564,30,16.586
54580,4190,9.712,11,16.15
54610,4191,26.417,30,17.329
54624,4192,11.578,14,17.25
54634,4193,8.446,10,15.921
54651,4194,14.498,17,17.024
54668,4195,15.178,17,16.554
54672,4196,2.565,4,15.025
54686,4197,11.952,14,13.769
54689,4198,1.98,3,12.989
54719,4199,27.677,30,13.0
54747,4200,24.462,28,14.475
54752,4201,4.046,5,12.238
54782,4202,25.506,30,13.631
54799,4203,15.945,17,14.381
54813,4204,12.098,14,14.141
54843,4205,26.11,30,15.234
54873,4206,29.61,30,17.939
54902,4207,26.099,29,19.353
54932,4208,23.829,30,21.538
54947,4209,12.979,15,20.068
54977,4210,27.178,30,20.34
54984,4211,5.613,7,20.497
55014,4212,24.466,30,20.393
55025,4213,9.512,11,19.749
55037,4214,10.312,12,19.571
55048,4215,9.879,11,17.947
55055,4216,5.779,7,15.564
55071,4217,12.815,16,14.236
55083,4218,9.132,12,12.766
55113,4219,27.344,30,14.203
55124,4220,9.33,11,12.418
55130,4221,4.712,6,12.328
55147,4222,15.161,17,11.398
55154,4223,5.678,7,11.014
55161,4224,5.233,7,10.506
55167,4225,4.846,6,10.003
55190,4226,20.314,23,11.457
55192,4227,1.28,2,10.303
55222,4228,23.953,30,11.785
55238,4229,13.399,16,10.391
55268,4230,23.652,30,11.823
55298,4231,26.576,30,14.009
55328,4232,26.745,30,15.168
55348,4233,18.077,20,16.407
55361,4234,11.21,13,17.005
55365,4235,2.864,4,16.807
55376,4236,9.578,11,15.733
55383,4237,5.679,7,16.173
55387,4238,2.946,4,14.072
55401,4239,12.579,14,13.991
55410,4240,7.979,9,12.423
55440,4241,28.008,30,12.566
55451,4242,9.246,11,10.816
55462,4243,9.098,11,9.919
55492,4244,24.153,30,11.213
55498,4245,4.499,6,11.376
55525,4246,22.814,27,12.7
55534,4247,7.779,9,12.91
55551,4248,14.844,17,14.1
55567,4249,14.41,16,14.283
55597,4250,25.131,30,15.998
55621,4251,18.734,24,15.071
55651,4252,25.485,30,16.695
55674,4253,21.044,23,17.889
55691,4254,14.277,17,16.902
55708,4255,14.644,17,17.916
55713,4256,3.88,5,16.023
55740,4257,24.209,27,17.666
55770,4258,27.809,30,18.962
55800,4259,25.252,30,20.046
55830,4260,28.577,30,20.391
55855,4261,20.551,25,20.573
55876,4262,17.877,21,19.812
55906,4263,28.809,30,20.589
55936,4264,26.217,30,21.783
55966,4265,26.441,30,22.962
55968,4266,1.28,2,22.702
55984,4267,14.295,16,21.711
55989,4268,3.797,5,19.31
56003,4269,12.049,14,17.989
56008,4270,3.746,5,15.506
56014,4271,4.879,6,13.939
56044,4272,27.01,30,14.852
56074,4273,28.974,30,14.869
56082,4274,6.979,8,12.945
56097,4275,12.399,15,11.541
56103,4276,4.597,6,11.873
56128,4277,18.819,25,12.325
56148,4278,16.745,20,13.62
56166,4279,14.899,18,13.905
56196,4280,28.36,30,16.366
56205,4281,8.046,9,16.683
56235,4282,24.264,30,16.408
56251,4283,14.547,16,14.966
56281,4284,26.929,30,16.961
56284,4285,1.732,3,15.894
56291,4286,5.766,7,16.011
56321,4287,26.116,30,16.741
56327,4288,4.446,6,15.511
56343,4289,14.745,16,15.495
56371,4290,25.597,28,15.219
56380,4291,7.146,9,15.129
56388,4292,6.532,8,13.356
56409,4293,19.577,21,13.859
56439,4294,25.428,30,13.709
56459,4295,17.444,20,15.28
56489,4296,26.844,30,17.387
56516,4297,24.462,27,17.222
56529,4298,10.014,13,17.779
56558,4299,26.932,29,18.998
56563,4300,4.013,5,16.839
56593,4301,24.611,30,18.586
56608,4302,13.545,15,19.287
56620,4303,10.251,12,18.354
56639,4304,16.451,19,17.457
56669,4305,28.175,30,18.53
56699,4306,27.412,30,18.587
56729,4307,26.976,30,18.838
56736,4308,6.182,7,18.455
56747,4309,9.846,11,16.746
56765,4310,16.416,18,17.987
56785,4311,18.212,20,17.347
56789,4312,2.912,4,16.283
56805,4313,14.065,16,16.665
56816,4314,9.23,11,15.943
56846,4315,27.245,30,15.85
56855,4316,7.778,9,13.886
56857,4317,1.213,2,11.31
56879,4318,20.217,22,12.713
56909,4319,27.844,30,14.513
56914,4320,3.918,5,13.263
56931,4321,13.844,17,12.827
56958,4322,24.481,27,14.983
56967,4323,7.945,9,14.371
56982,4324,13.812,15,14.829
57003,4325,18.745,21,13.98
57022,4326,17.016,19,14.903
57033,4327,8.965,11,15.678
57043,4328,8.696,10,14.526
57061,4329,14.264,18,13.168
57066,4330,3.846,5,13.161
57096,4331,28.143,30,14.591
57113,4332,14.565,17,13.6
57121,4333,6.712,8,13.476
57129,4334,6.812,8,12.776
57138,4335,7.746,9,11.676
57168,4336,26.307,30,12.606
57198,4337,27.142,30,14.423
57228,4338,22.62,30,15.816
57241,4339,12.046,13,15.594
57245,4340,2.766,4,15.486
57272,4341,23.442,27,15.016
57277,4342,3.746,5,13.934
57283,4343,4.746,6,13.737
57293,4344,7.616,10,13.818
57323,4345,28.808,30,15.924
57353,4346,23.066,30,15.6
57383,4347,28.61,30,15.747
57400,4348,15.21,17,15.006
57430,4349,23.286,30,16.13
57435,4350,4.112,5,16.264
57452,4351,13.684,17,15.288
57455,4352,1.88,3,15.102
57485,4353,27.063,30,17.333
57501,4354,14.879,16,18.06
57518,4355,12.631,17,16.442
57521,4356,2.013,3,14.337
57524,4357,1.913,3,11.667
57549,4358,22.579,25,12.404
57579,4359,26.381,30,12.713
57585,4360,4.779,6,12.78
57591,4361,5.018,6,11.914
57601,4362,8.553,10,12.581
57605,4363,3.085,4,10.183
57608,4364,1.748,3,8.87
57620,4365,10.632,12,8.67
57650,4366,28.418,30,11.311
57677,4367,25.149,27,13.634
57680,4368,1.98,3,11.574
57693,4369,11.398,13,10.076
57713,4370,15.265,20,11.125
57726,4371,11.946,13,11.817
57741,4372,13.497,15,12.312
57771,4373,26.342,30,14.637
57790,4374,17.35,19,16.198
57801,4375,9.263,11,16.061
57804,4376,1.913,3,13.41
57823,4377,16.944,19,12.59
57834,4378,8.947,11,13.286
57839,4379,3.913,5,12.538
57843,4380,2.879,4,11.299
57863,4381,15.769,20,11.682
57886,4382,18.831,23,12.215
57916,4383,26.661,30,12.247
57925,4384,7.311,9,11.243
57943,4385,15.432,18,11.86
57973,4386,28.743,30,14.543
57977,4387,2.599,4,13.109
58007,4388,27.342,30,14.948
58019,4389,10.164,12,15.573
58038,4390,16.813,19,16.967
58048,4391,8.651,10,16.255
58078,4392,25.245,30,16.896
58108,4393,26.72,30,16.902
58138,4394,23.081,30,18.479
58164,4395,21.711,26,19.107
58173,4396,7.067,9,16.939
58176,4397,1.884,3,16.868
58206,4398,27.744,30,16.908
58223,4399,15.744,17,17.466
58234,4400,8.963,11,16.681
58264,4401,23.152,30,18.131
58294,4402,26.01,30,18.208
58308,4403,10.819,14,16.617
58316,4404,6.345,8,14.944
58346,4405,25.298,30,15.303
58356,4406,8.879,10,15.484
58386,4407,26.844,30,17.98
58406,4408,18.261,20,17.031
58412,4409,4.55,6,15.912
58425,4410,11.678,13,16.184
58455,4411,27.162,30,16.585
58466,4412,9.578,11,14.941
58496,4413,25.696,30,16.429
58526,4414,26.947,30,18.489
58554,4415,24.432,28,18.403
58573,4416,17.368,19,19.252
58603,4417,28.378,30,19.405
58608,4418,3.265,5,17.905
58622,4419,12.612,14,18.712
58636,4420,12.077,14,18.752
58646,4421,8.413,10,16.877
58676,4422,26.509,30,18.57
58687,4423,9.664,11,16.967
58692,4424,4.279,5,14.7
58697,4425,3.879,5,12.645
58725,4426,24.063,28,13.314
58733,4427,6.218,8,11.098
